time;Temperature;Humidity;PM25;PM10;CO2;
2021-11-23 12:35:00;-;-;4.00;5.00;-;
2021-11-23 12:30:00;23.44;48.05;5.30;6.30;594.54;
2021-11-23 12:25:00;23.37;47.99;4.00;5.00;581.15;
2021-11-23 12:20:00;23.33;48.16;4.30;5.30;570.87;
2021-11-23 12:15:00;23.30;48.13;4.20;5.20;550.42;
2021-11-23 12:10:00;23.23;48.22;5.20;6.20;545.65;
2021-11-23 12:05:00;23.21;48.41;4.50;5.50;545.33;
2021-11-23 12:00:00;23.17;48.65;3.60;4.60;514.59;
2021-11-23 11:55:00;23.13;48.90;3.70;4.70;514.88;
2021-11-23 11:50:00;23.10;49.05;3.50;4.50;506.85;
2021-11-23 11:45:00;23.09;49.48;3.70;4.70;511.14;
2021-11-23 11:40:00;23.04;49.67;3.30;4.30;531.94;
2021-11-23 11:35:00;23.01;49.59;3.40;4.40;508.52;
2021-11-23 11:30:00;22.95;49.89;2.80;3.80;506.52;
2021-11-23 11:25:00;22.91;49.79;2.70;3.70;472.55;
2021-11-23 11:20:00;22.89;50.11;3.00;4.00;472.23;
2021-11-23 11:15:00;22.87;50.44;2.40;3.40;470.94;
2021-11-23 11:10:00;22.84;50.26;2.70;3.70;469.34;
2021-11-23 11:05:00;22.87;50.29;2.50;3.50;488.24;
2021-11-23 11:00:00;22.82;51.27;3.10;4.10;498.87;
2021-11-23 10:55:00;22.79;51.55;2.90;3.90;487.59;
2021-11-23 10:50:00;22.75;51.69;3.90;4.90;470.73;
2021-11-23 10:45:00;22.73;51.70;2.80;3.80;460.81;
2021-11-23 10:40:00;22.66;52.05;2.80;3.80;457.51;
2021-11-23 10:35:00;22.61;52.34;3.40;4.40;444.97;
2021-11-23 10:30:00;22.52;52.41;2.80;3.80;430.44;
2021-11-23 10:25:00;22.46;52.36;2.90;3.90;427.05;
2021-11-23 10:20:00;22.42;52.58;2.50;3.50;418.11;
2021-11-23 10:15:00;22.36;52.80;2.60;3.60;414.06;
2021-11-23 10:10:00;22.29;53.13;2.30;3.30;411.44;
2021-11-23 10:05:00;22.17;53.53;2.56;3.56;389.67;
2021-11-23 10:00:00;22.13;53.47;2.30;3.30;383.73;
2021-11-23 09:55:00;22.06;53.74;1.40;2.40;364.44;
2021-11-23 09:50:00;21.96;54.05;1.30;2.30;352.69;
2021-11-23 09:45:00;21.91;54.58;1.20;2.20;322.76;
2021-11-23 09:40:00;-;-;1.00;2.00;-;
2021-11-22 11:55:00;22.97;55.91;7.25;8.25;737.43;
2021-11-22 11:50:00;22.95;55.88;7.00;8.00;718.22;
2021-11-22 11:45:00;22.89;55.74;7.13;8.13;663.77;
2021-11-22 11:40:00;22.89;55.77;6.25;7.25;690.92;
2021-11-22 11:35:00;22.86;56.31;5.43;6.43;712.42;
2021-11-22 11:30:00;22.79;56.50;5.43;6.43;652.65;
2021-11-22 11:25:00;22.77;56.39;5.00;6.00;667.95;
2021-11-22 11:20:00;22.69;56.62;3.14;4.14;681.75;
2021-11-22 11:15:00;22.63;56.59;3.00;4.00;650.50;
2021-11-22 11:10:00;22.56;56.73;2.50;3.50;645.35;
2021-11-22 11:05:00;22.47;56.70;2.00;3.00;635.21;
2021-11-22 11:00:00;22.40;56.99;1.13;2.13;619.32;
2021-11-22 10:55:00;22.34;57.14;1.43;2.43;623.74;
2021-11-22 10:50:00;22.25;56.95;1.00;2.00;594.42;
2021-11-22 10:45:00;22.20;57.17;1.38;2.38;571.03;
2021-11-22 10:40:00;22.11;57.44;1.43;2.43;559.27;
2021-11-22 10:35:00;22.05;57.91;1.00;2.00;596.74;
2021-11-22 10:30:00;21.96;58.24;1.00;2.00;614.52;
2021-11-22 10:25:00;21.91;58.33;1.14;2.14;601.48;
2021-11-22 10:20:00;21.85;58.44;1.13;2.13;591.58;
2021-11-22 10:15:00;21.77;58.51;1.13;2.13;584.76;
2021-11-22 10:10:00;21.67;58.77;1.14;2.14;585.96;
2021-11-22 10:05:00;21.57;59.19;0.88;1.88;570.30;
2021-11-22 10:00:00;21.47;59.08;1.13;2.13;545.33;
2021-11-22 09:55:00;21.37;59.15;1.00;2.00;512.42;
2021-11-22 09:50:00;21.29;59.33;0.88;1.88;486.62;
2021-11-22 09:45:00;21.15;59.51;1.13;2.13;460.61;
2021-11-22 09:40:00;21.06;59.64;1.14;2.14;437.45;
2021-11-22 09:35:00;20.96;59.49;1.38;2.38;405.44;
2021-11-22 09:30:00;20.85;59.78;0.88;1.88;404.26;
2021-11-22 09:25:00;20.75;59.83;1.14;2.14;363.78;
2021-11-22 09:20:00;20.70;59.77;1.13;2.13;277.30;
2021-11-22 09:15:00;20.57;59.72;0.86;1.86;228.84;
2021-11-22 09:10:00;20.46;59.61;1.25;2.25;167.71;
2021-11-22 09:05:00;20.32;59.56;0.75;1.75;107.11;
2021-11-22 09:00:00;20.11;59.54;1.00;2.00;77.13;
2021-11-22 08:55:00;20.00;59.75;1.00;2.00;60.01;
2021-11-22 08:50:00;19.85;59.94;1.13;2.13;52.11;
2021-11-22 08:45:00;19.70;60.21;1.00;2.00;45.83;
2021-11-22 08:40:00;19.54;60.32;0.88;1.88;35.35;
2021-11-22 08:35:00;19.41;60.38;1.13;2.13;30.81;
2021-11-22 08:30:00;19.33;60.25;1.00;2.00;24.19;
2021-11-22 08:25:00;19.26;59.89;1.00;2.00;0;
2021-11-22 08:20:00;19.27;59.47;1.00;2.00;0;
2021-11-22 08:15:00;19.26;59.61;0.86;1.86;0;
2021-11-22 08:10:00;19.23;59.61;1.13;2.13;0;
2021-11-22 08:05:00;19.29;59.58;1.13;2.13;0;
2021-11-22 08:00:00;19.27;59.61;1.00;2.00;0;
2021-11-22 07:55:00;19.27;59.59;1.00;2.00;0;
2021-11-22 07:50:00;19.27;59.64;1.14;2.14;0;
2021-11-22 07:45:00;19.29;59.61;1.00;2.00;0;
2021-11-22 07:40:00;19.29;59.68;1.00;2.00;0;
2021-11-22 07:35:00;19.30;59.61;1.14;2.14;0;
2021-11-22 07:30:00;19.30;59.64;1.00;2.00;0;
2021-11-22 07:25:00;19.31;59.67;1.00;2.00;0;
2021-11-22 07:20:00;19.31;59.63;1.00;2.00;0;
2021-11-22 07:15:00;19.31;59.61;1.00;2.00;0;
2021-11-22 07:10:00;19.33;59.66;1.00;2.00;0;
2021-11-22 07:05:00;19.30;59.67;1.00;2.00;0;
2021-11-22 07:00:00;19.31;59.65;1.00;2.00;0;
2021-11-22 06:55:00;19.33;59.75;1.00;2.00;0;
2021-11-22 06:50:00;19.31;59.72;1.00;2.00;0;
2021-11-22 06:45:00;19.31;59.74;1.00;2.00;0;
2021-11-22 06:40:00;-;-;1.00;2.00;-;
2021-11-22 06:30:00;19.34;59.69;0.75;1.75;0;
2021-11-22 06:25:00;19.33;59.65;1.00;2.00;0;
2021-11-22 06:20:00;19.34;59.71;1.00;2.00;0;
2021-11-22 06:15:00;19.33;59.72;1.13;2.13;0;
2021-11-22 06:10:00;19.37;59.76;1.00;2.00;0;
2021-11-22 06:05:00;19.34;59.75;1.00;2.00;0;
2021-11-22 06:00:00;19.37;59.79;1.00;2.00;0;
2021-11-22 05:55:00;19.35;59.80;1.13;2.13;0;
2021-11-22 05:50:00;19.35;59.80;1.00;2.00;0;
2021-11-22 05:45:00;19.34;59.77;1.00;2.00;0;
2021-11-22 05:40:00;19.35;59.83;1.00;2.00;0;
2021-11-22 05:35:00;19.37;59.77;1.00;2.00;0;
2021-11-22 05:30:00;19.35;59.82;1.00;2.00;0;
2021-11-22 05:25:00;19.35;59.88;1.00;2.00;0;
2021-11-22 05:20:00;19.35;59.82;1.00;2.00;0;
2021-11-22 05:15:00;19.34;59.82;1.13;2.13;0;
2021-11-22 05:10:00;19.39;59.77;1.00;2.00;0;
2021-11-22 05:05:00;19.39;59.78;1.13;2.13;0;
2021-11-22 05:00:00;19.41;59.83;1.13;2.13;0;
2021-11-22 04:55:00;19.39;59.87;1.00;2.00;0;
2021-11-22 04:50:00;19.39;59.82;1.00;2.00;0;
2021-11-22 04:45:00;19.40;59.82;1.17;2.17;0;
2021-11-22 04:40:00;19.43;59.81;1.00;2.00;0;
2021-11-22 04:35:00;19.41;59.85;1.13;2.13;0;
2021-11-22 04:30:00;19.43;59.79;1.00;2.00;0;
2021-11-22 04:25:00;19.41;59.84;1.00;2.00;0;
2021-11-22 04:20:00;19.43;59.82;1.00;2.00;0;
2021-11-22 04:15:00;19.43;59.80;1.13;2.13;0;
2021-11-22 04:10:00;19.43;59.85;1.17;2.17;0;
2021-11-22 04:05:00;19.43;59.82;1.38;2.38;0;
2021-11-22 04:00:00;19.43;59.81;1.00;2.00;0;
2021-11-22 03:55:00;19.45;59.77;1.00;2.00;0;
2021-11-22 03:50:00;19.45;59.78;1.00;2.00;0;
2021-11-22 03:45:00;19.43;59.80;1.14;2.14;0;
2021-11-22 03:40:00;19.45;59.78;1.00;2.00;0;
2021-11-22 03:35:00;19.43;59.71;1.00;2.00;0;
2021-11-22 03:30:00;19.44;59.79;1.00;2.00;0;
2021-11-22 03:25:00;19.45;59.83;1.00;2.00;0;
2021-11-22 03:20:00;19.47;59.75;1.00;2.00;0;
2021-11-22 03:15:00;19.48;59.77;1.00;2.00;0;
2021-11-22 03:10:00;19.47;59.89;1.00;2.00;0;
2021-11-22 03:05:00;19.48;59.80;1.00;2.00;0;
2021-11-22 03:00:00;19.49;59.82;1.00;2.00;0;
2021-11-22 02:55:00;19.47;59.76;1.00;2.00;0;
2021-11-22 02:50:00;19.48;59.82;1.00;2.00;0;
2021-11-22 02:45:00;19.49;59.79;1.14;2.14;0;
2021-11-22 02:40:00;19.49;59.78;1.25;2.25;0;
2021-11-22 02:35:00;19.49;59.81;1.00;2.00;0;
2021-11-22 02:30:00;19.52;59.83;1.00;2.00;0;
2021-11-22 02:25:00;19.52;59.81;1.25;2.25;0;
2021-11-22 02:20:00;19.48;59.81;1.14;2.14;0;
2021-11-22 02:15:00;19.49;59.88;1.13;2.13;0;
2021-11-22 02:10:00;19.49;59.83;1.00;2.00;0;
2021-11-22 02:05:00;19.48;59.91;1.00;2.00;0;
2021-11-22 02:00:00;19.53;59.86;1.25;2.25;0;
2021-11-22 01:55:00;19.52;59.81;1.14;2.14;0;
2021-11-22 01:50:00;19.54;59.85;1.13;2.13;0;
2021-11-22 01:45:00;19.53;59.87;1.13;2.13;0;
2021-11-22 01:40:00;19.54;59.85;1.00;2.00;0;
2021-11-22 01:35:00;19.54;59.85;1.13;2.13;0;
2021-11-22 01:30:00;19.53;59.91;1.00;2.00;0;
2021-11-22 01:25:00;19.53;59.90;1.00;2.00;0;
2021-11-22 01:20:00;19.53;59.96;1.13;2.13;0;
2021-11-22 01:15:00;19.54;59.88;1.00;2.00;0;
2021-11-22 01:10:00;19.56;60.02;1.00;2.00;0;
2021-11-22 01:05:00;19.57;59.95;1.00;2.00;0;
2021-11-22 01:00:00;19.56;59.98;1.00;2.00;0;
2021-11-22 00:55:00;19.54;59.94;1.13;2.13;0;
2021-11-22 00:50:00;19.56;59.91;1.00;2.00;0;
2021-11-22 00:45:00;19.57;59.88;1.00;2.00;0;
2021-11-22 00:40:00;19.56;59.91;1.00;2.00;0;
2021-11-22 00:35:00;19.58;59.92;1.13;2.13;0;
2021-11-22 00:30:00;19.60;59.96;1.00;2.00;0;
2021-11-22 00:25:00;19.56;60.07;1.00;2.00;0;
2021-11-22 00:20:00;19.56;59.98;1.25;2.25;0;
2021-11-22 00:15:00;19.57;59.92;1.00;2.00;0;
2021-11-22 00:10:00;19.57;59.97;1.00;2.00;0;
2021-11-22 00:05:00;19.62;60.04;1.00;2.00;0;
2021-11-22 00:00:00;19.60;59.97;1.14;2.14;0;
2021-11-21 23:55:00;19.61;59.96;1.13;2.13;0;
2021-11-21 23:50:00;19.60;59.96;1.29;2.29;0;
2021-11-21 23:45:00;19.62;60.08;1.13;2.13;0;
2021-11-21 23:40:00;19.61;59.97;1.00;2.00;0;
2021-11-21 23:35:00;19.61;60.05;1.14;2.14;0;
2021-11-21 23:30:00;19.61;60.00;1.00;2.00;0;
2021-11-21 23:25:00;19.61;60.02;1.14;2.14;0;
2021-11-21 23:20:00;19.62;60.00;1.00;2.00;0;
2021-11-21 23:15:00;19.62;59.96;1.00;2.00;0;
2021-11-21 23:10:00;19.63;59.96;1.00;2.00;0;
2021-11-21 23:05:00;19.63;59.97;1.00;2.00;0;
2021-11-21 23:00:00;19.65;60.02;1.29;2.29;0;
2021-11-21 22:55:00;19.62;60.05;1.13;2.13;0;
2021-11-21 22:50:00;19.68;60.08;1.00;2.00;0;
2021-11-21 22:45:00;19.65;59.96;1.00;2.00;0;
2021-11-21 22:40:00;19.65;59.97;1.25;2.25;0;
2021-11-21 22:35:00;19.65;59.94;1.14;2.14;0;
2021-11-21 22:30:00;19.65;59.91;1.25;2.25;0;
2021-11-21 22:25:00;19.66;59.90;1.00;2.00;0;
2021-11-21 22:20:00;19.66;59.92;1.00;2.00;0;
2021-11-21 22:15:00;19.68;59.87;1.25;2.25;0;
2021-11-21 22:10:00;19.66;59.88;1.00;2.00;0;
2021-11-21 22:05:00;19.68;59.89;1.00;2.00;0;
2021-11-21 22:00:00;19.70;59.85;1.17;2.17;0;
2021-11-21 21:55:00;19.68;59.85;1.25;2.25;0;
2021-11-21 21:50:00;19.68;59.89;1.14;2.14;0;
2021-11-21 21:45:00;19.68;59.79;1.00;2.00;0;
2021-11-21 21:40:00;19.71;59.84;1.00;2.00;0;
2021-11-21 21:35:00;19.71;59.84;1.00;2.00;0;
2021-11-21 21:30:00;19.71;59.85;1.14;2.14;0;
2021-11-21 21:25:00;19.70;59.80;1.00;2.00;0;
2021-11-21 21:20:00;19.71;59.78;1.00;2.00;0;
2021-11-21 21:15:00;19.72;59.80;1.00;2.00;0;
2021-11-21 21:10:00;19.72;59.83;1.00;2.00;0;
2021-11-21 21:05:00;19.70;59.80;1.00;2.00;0;
2021-11-21 21:00:00;19.72;59.77;1.00;2.00;0;
2021-11-21 20:55:00;19.72;59.80;1.00;2.00;0;
2021-11-21 20:50:00;19.75;59.82;1.13;2.13;0;
2021-11-21 20:45:00;19.75;59.79;1.17;2.17;0;
2021-11-21 20:40:00;19.76;59.79;1.13;2.13;0;
2021-11-21 20:35:00;19.72;59.71;1.13;2.13;0;
2021-11-21 20:30:00;19.74;59.75;1.00;2.00;0;
2021-11-21 20:25:00;19.75;59.79;1.00;2.00;0;
2021-11-21 20:20:00;19.75;59.75;1.00;2.00;0;
2021-11-21 20:15:00;19.76;59.78;1.13;2.13;0;
2021-11-21 20:10:00;19.76;59.72;1.00;2.00;0;
2021-11-21 20:05:00;19.78;59.82;1.14;2.14;0;
2021-11-21 20:00:00;19.76;59.77;1.00;2.00;0;
2021-11-21 19:55:00;19.79;59.74;1.00;2.00;0;
2021-11-21 19:50:00;19.79;59.72;1.00;2.00;0;
2021-11-21 19:45:00;19.79;59.75;1.00;2.00;0;
2021-11-21 19:40:00;19.78;59.75;1.00;2.00;0;
2021-11-21 19:35:00;19.80;59.70;1.14;2.14;0;
2021-11-21 19:30:00;19.84;59.72;1.00;2.00;0;
2021-11-21 19:25:00;19.79;59.71;1.00;2.00;-;
2021-11-21 19:20:00;19.82;59.72;1.00;2.00;0;
2021-11-21 19:15:00;19.82;59.74;1.00;2.00;0;
2021-11-21 19:10:00;19.82;59.75;1.00;2.00;0;
2021-11-21 19:05:00;19.80;59.73;1.00;2.00;0;
2021-11-21 19:00:00;19.80;59.75;1.00;2.00;0;
2021-11-21 18:55:00;19.84;59.76;1.38;2.38;0;
2021-11-21 18:50:00;19.82;59.82;1.00;2.00;0;
2021-11-21 18:45:00;19.82;59.85;1.00;2.00;0;
2021-11-21 18:40:00;19.82;59.77;1.00;2.00;0;
2021-11-21 18:35:00;19.82;59.80;1.00;2.00;0;
2021-11-21 18:30:00;19.84;59.85;1.00;2.00;0;
2021-11-21 18:25:00;19.84;59.83;1.00;2.00;0;
2021-11-21 18:20:00;19.84;59.89;1.00;2.00;0;
2021-11-21 18:15:00;19.84;59.94;1.14;2.14;0;
2021-11-21 18:10:00;19.84;59.90;1.00;2.00;0;
2021-11-21 18:05:00;19.82;59.93;1.00;2.00;0;
2021-11-21 18:00:00;19.85;60.02;1.14;2.14;0;
2021-11-21 17:55:00;19.82;59.96;1.00;2.00;0;
2021-11-21 17:50:00;19.84;60.10;1.00;2.00;0;
2021-11-21 17:45:00;19.82;60.16;1.13;2.13;0;
2021-11-21 17:40:00;19.79;60.14;1.00;2.00;0;
2021-11-21 17:35:00;19.80;60.25;1.00;2.00;0;
2021-11-21 17:30:00;19.80;60.29;1.14;2.14;0;
2021-11-21 17:25:00;19.80;60.33;1.17;2.17;0;
2021-11-21 17:20:00;19.82;60.46;1.00;2.00;0;
2021-11-21 17:15:00;19.85;60.42;1.00;2.00;0;
2021-11-21 17:10:00;19.84;60.44;1.00;2.00;0;
2021-11-21 17:05:00;19.86;60.61;1.00;2.00;0;
2021-11-21 17:00:00;19.86;60.63;1.00;2.00;0;
2021-11-21 16:55:00;19.88;60.88;1.25;2.25;0;
2021-11-21 16:50:00;19.85;60.91;1.00;2.00;0;
2021-11-21 16:45:00;19.86;60.76;1.00;2.00;0;
2021-11-21 16:40:00;19.86;60.76;1.00;2.00;0;
2021-11-21 16:35:00;19.86;60.74;1.00;2.00;0;
2021-11-21 16:30:00;19.89;60.69;1.00;2.00;0;
2021-11-21 16:25:00;19.88;60.67;1.00;2.00;0;
2021-11-21 16:20:00;19.85;60.87;1.20;2.20;0;
2021-11-21 16:15:00;19.84;60.88;1.00;2.00;0;
2021-11-21 16:10:00;19.80;60.93;1.00;2.00;0;
2021-11-21 16:05:00;19.79;60.89;1.00;2.00;0;
2021-11-21 16:00:00;19.78;60.98;1.00;2.00;0;
2021-11-21 15:55:00;19.78;60.83;1.00;2.00;0;
2021-11-21 15:50:00;19.79;60.87;1.00;2.00;0;
2021-11-21 15:45:00;19.78;60.99;1.00;2.00;0;
2021-11-21 15:40:00;19.78;60.90;1.00;2.00;0;
2021-11-21 15:35:00;19.78;60.82;1.00;2.00;0;
2021-11-21 15:30:00;19.75;60.56;1.14;2.14;0;
2021-11-21 15:25:00;19.75;60.96;1.00;2.00;0;
2021-11-21 15:20:00;19.72;61.00;1.17;2.17;0;
2021-11-21 15:15:00;19.71;60.88;1.14;2.14;0;
2021-11-21 15:10:00;19.70;60.97;1.13;2.13;0;
2021-11-21 15:05:00;19.68;60.86;1.00;2.00;0;
2021-11-21 15:00:00;19.70;60.57;1.13;2.13;0;
2021-11-21 14:55:00;19.66;60.30;1.14;2.14;0;
2021-11-21 14:50:00;19.65;60.52;1.00;2.00;0;
2021-11-21 14:45:00;19.65;60.41;1.00;2.00;0;
2021-11-21 14:40:00;19.60;60.61;1.17;2.17;0;
2021-11-21 14:35:00;19.62;60.79;1.13;2.13;0;
2021-11-21 14:30:00;19.61;60.69;1.14;2.14;0;
2021-11-21 14:25:00;19.58;60.58;1.00;2.00;0;
2021-11-21 14:20:00;19.60;60.72;1.14;2.14;0;
2021-11-21 14:15:00;19.57;60.73;1.00;2.00;0;
2021-11-21 14:10:00;19.58;60.65;1.00;2.00;0;
2021-11-21 14:05:00;19.57;60.60;1.00;2.00;0;
2021-11-21 14:00:00;19.58;60.56;1.00;2.00;0;
2021-11-21 13:55:00;19.57;60.69;1.00;2.00;0;
2021-11-21 13:50:00;19.57;60.67;1.14;2.14;0;
2021-11-21 13:45:00;19.57;60.62;1.13;2.13;0;
2021-11-21 13:40:00;19.52;60.69;1.00;2.00;0;
2021-11-21 13:35:00;19.53;60.74;1.00;2.00;0;
2021-11-21 13:30:00;19.53;60.74;1.00;2.00;0;
2021-11-21 13:25:00;19.53;60.69;1.29;2.29;0;
2021-11-21 13:20:00;19.53;60.69;1.00;2.00;0;
2021-11-21 13:15:00;19.54;60.64;0.86;1.86;0;
2021-11-21 13:10:00;19.52;60.77;1.13;2.13;0;
2021-11-21 13:05:00;19.52;60.69;1.14;2.14;0;
2021-11-21 13:00:00;19.49;60.70;1.33;2.33;0;
2021-11-21 12:55:00;19.54;60.73;1.00;2.00;0;
2021-11-21 12:50:00;19.49;60.79;1.00;2.00;0;
2021-11-21 12:45:00;19.48;60.76;1.00;2.00;0;
2021-11-21 12:40:00;19.48;60.83;1.00;2.00;0;
2021-11-21 12:35:00;19.48;60.84;1.00;2.00;0;
2021-11-21 12:30:00;19.47;60.84;1.13;2.13;0;
2021-11-21 12:25:00;19.45;60.85;1.00;2.00;0;
2021-11-21 12:20:00;19.45;60.87;1.00;2.00;0;
2021-11-21 12:15:00;19.47;60.85;1.13;2.13;0;
2021-11-21 12:10:00;19.44;60.93;1.00;2.00;0;
2021-11-21 12:05:00;19.44;60.91;1.00;2.00;0;
2021-11-21 12:00:00;19.48;60.96;1.14;2.14;0;
2021-11-21 11:55:00;19.43;61.01;1.29;2.29;0;
2021-11-21 11:50:00;19.43;61.05;1.00;2.00;0;
2021-11-21 11:45:00;19.41;61.10;1.00;2.00;0;
2021-11-21 11:40:00;19.40;61.17;1.00;2.00;0;
2021-11-21 11:35:00;19.41;61.17;1.17;2.17;0;
2021-11-21 11:30:00;19.39;61.15;1.14;2.14;0;
2021-11-21 11:25:00;19.41;61.27;1.25;2.25;0;
2021-11-21 11:20:00;19.40;61.19;1.00;2.00;0;
2021-11-21 11:15:00;19.39;61.29;1.00;2.00;0;
2021-11-21 11:10:00;19.40;61.32;1.00;2.00;0;
2021-11-21 11:05:00;19.40;61.30;1.00;2.00;0;
2021-11-21 11:00:00;19.37;61.31;1.29;2.29;0;
2021-11-21 10:55:00;19.37;61.30;1.20;2.20;0;
2021-11-21 10:50:00;19.35;61.43;1.00;2.00;0;
2021-11-21 10:45:00;19.34;61.40;1.00;2.00;0;
2021-11-21 10:40:00;19.40;61.40;1.17;2.17;0;
2021-11-21 10:35:00;19.37;61.41;1.29;2.29;0;
2021-11-21 10:30:00;19.35;61.42;1.00;2.00;0;
2021-11-21 10:25:00;19.35;61.44;1.00;2.00;0;
2021-11-21 10:20:00;19.37;61.46;1.00;2.00;0;
2021-11-21 10:15:00;19.39;61.50;1.50;2.50;0;
2021-11-21 10:10:00;19.35;61.53;1.29;2.29;0;
2021-11-21 10:05:00;19.35;61.55;1.29;2.29;0;
2021-11-21 10:00:00;19.35;61.53;1.00;2.00;0;
2021-11-21 09:55:00;19.35;61.55;1.13;2.13;0;
2021-11-21 09:50:00;19.35;61.57;1.00;2.00;0;
2021-11-21 09:45:00;19.37;61.56;1.13;2.13;0;
2021-11-21 09:40:00;19.37;61.54;1.00;2.00;0;
2021-11-21 09:35:00;19.35;61.48;1.13;2.13;0;
2021-11-21 09:30:00;19.35;61.53;1.13;2.13;0;
2021-11-21 09:25:00;19.37;61.53;1.57;2.57;0;
2021-11-21 09:20:00;19.37;61.55;1.00;2.00;0;
2021-11-21 09:15:00;19.34;61.56;1.14;2.14;0;
2021-11-21 09:10:00;19.39;61.57;1.29;2.29;0;
2021-11-21 09:05:00;19.39;61.57;1.00;2.00;0;
2021-11-21 09:00:00;19.39;61.55;1.17;2.17;0;
2021-11-21 08:55:00;19.39;61.60;1.14;2.14;0;
2021-11-21 08:50:00;19.39;61.52;1.17;2.17;0;
2021-11-21 08:45:00;19.37;61.62;1.14;2.14;0;
2021-11-21 08:40:00;19.37;61.62;1.00;2.00;0;
2021-11-21 08:35:00;19.40;61.60;1.14;2.14;0;
